review	aspect	sentiment
waterpark terbaik. berbagai macam pilihan dan tantangan ada disini. tempatnya sangat luas. harga sesuai dengan kualitas. fasilitas cukup lengkap, bersih, dan nyaman biar ga rugi, ke sini datangnya pagi-pagi. agar puas main sampai sore. tempat makannya cukup mahal, usahakan bawa uang lebih. [SEP] nilai barang yang ditentukan atau dirupakan dengan uang [SEP] jumlah uang atau alat tukar lain yang senilai, yang harus dibayarkan untuk produk atau jasa, pada waktu tertentu dan di pasar tertentu [SEP] kehormatan (diri) [SEP] guna (arti, kepentingan, kabar, dan sebagainya)	harga	1
waterpark terbaik. berbagai macam pilihan dan tantangan ada disini. tempatnya sangat luas. harga sesuai dengan kualitas. fasilitas cukup lengkap, bersih, dan nyaman biar ga rugi, ke sini datangnya pagi-pagi. agar puas main sampai sore. tempat makannya cukup mahal, usahakan bawa uang lebih. [SEP] sarana untuk melancarkan pelaksanaan fungsi	fasilitas	1
waterpark terbaik. berbagai macam pilihan dan tantangan ada disini. tempatnya sangat luas. harga sesuai dengan kualitas. fasilitas cukup lengkap, bersih, dan nyaman biar ga rugi, ke sini datangnya pagi-pagi. agar puas main sampai sore. tempat makannya cukup mahal, usahakan bawa uang lebih.	tempat makan	-1
pura ini dibangun diatas tebing terjal. pandangan yang sangat indah. di kawasan pura ini banyak monyet yang siap merampok topi, ponsel dan kaca mata anda. hatihatilah dengan mereka. [SEP] pundi-pundi dari kain (tempat uang) [SEP] bursa [SEP] dana (uang yang disediakan untuk suatu maksud) [SEP] kota [SEP] tempat beribadat (bersembahyang) umat Hindu [SEP] istana	pura	0
pura ini dibangun diatas tebing terjal. pandangan yang sangat indah. di kawasan pura ini banyak monyet yang siap merampok topi, ponsel dan kaca mata anda. hatihatilah dengan mereka. [SEP] hasil perbuatan memandang (memperhatikan, melihat, dan sebagainya) [SEP] benda atau orang yang dipandang (disegani, dihormati, dan sebagainya) [SEP] pengetahuan [SEP] pendapat	pandangan	1
pura ini dibangun diatas tebing terjal. pandangan yang sangat indah. di kawasan pura ini banyak monyet yang siap merampok topi, ponsel dan kaca mata anda. hatihatilah dengan mereka. [SEP] tudung kepala	topi	-1
pura ini dibangun diatas tebing terjal. pandangan yang sangat indah. di kawasan pura ini banyak monyet yang siap merampok topi, ponsel dan kaca mata anda. hatihatilah dengan mereka. [SEP] telepon seluler	ponsel	-1
pura ini dibangun diatas tebing terjal. pandangan yang sangat indah. di kawasan pura ini banyak monyet yang siap merampok topi, ponsel dan kaca mata anda. hatihatilah dengan mereka.	kaca mata	-1
tetap terpukau tiap berkunjung kesini. kali ini pengunjung bisa megakses dan jalan - jalan hingga ke tengah sawah. dan juga sudah ada warung - warung kopi dan tempat istirahat di area persawahan.	kesini	1
tetap terpukau tiap berkunjung kesini. kali ini pengunjung bisa megakses dan jalan - jalan hingga ke tengah sawah. dan juga sudah ada warung - warung kopi dan tempat istirahat di area persawahan.	jalan - jalan	1
tetap terpukau tiap berkunjung kesini. kali ini pengunjung bisa megakses dan jalan - jalan hingga ke tengah sawah. dan juga sudah ada warung - warung kopi dan tempat istirahat di area persawahan.	warung - warung kopi	1
tetap terpukau tiap berkunjung kesini. kali ini pengunjung bisa megakses dan jalan - jalan hingga ke tengah sawah. dan juga sudah ada warung - warung kopi dan tempat istirahat di area persawahan. [SEP] tempat untuk beristirahat bagi pengendara dan penumpang yang terletak di sisi jalan tol, biasanya dilengkapi dengan fasilitas toilet, musala, tempat makan, dan lain-lain	tempat istirahat	1
sekeluaraga hampir tiap satu bulan 2 kali saya sempatkan liburan ke bali yaitu nusa dua...tidak akan lupa pasti berenang di pantai pasir putih yang indah dengan anak2 pokoknya indah deh raja salman saja kerasan disana menikmati indahnya pantai di nusa dua...hehe [SEP] menggulung atau melilitkan papeda [SEP] kapak kecil bergagang pendek [SEP] kata sapaan atau panggilan kepada laki-laki yang sudah beristri [SEP] pulau yang terletak di antara Pulau Jawa dan Pulau Lombok yang berada di Kepulauan Nusa Tenggara [SEP] provinsi di Pulau Bali, beribu kota Denpasar [SEP] suku bangsa yang berasal dari atau mendiami sebagian besar Pulau Bali [SEP] bahasa yang dituturkan oleh suku Bali	bali	0
sekeluaraga hampir tiap satu bulan 2 kali saya sempatkan liburan ke bali yaitu nusa dua...tidak akan lupa pasti berenang di pantai pasir putih yang indah dengan anak2 pokoknya indah deh raja salman saja kerasan disana menikmati indahnya pantai di nusa dua...hehe	nusa dua	0
sekeluaraga hampir tiap satu bulan 2 kali saya sempatkan liburan ke bali yaitu nusa dua...tidak akan lupa pasti berenang di pantai pasir putih yang indah dengan anak2 pokoknya indah deh raja salman saja kerasan disana menikmati indahnya pantai di nusa dua...hehe	anak2	1
sekeluaraga hampir tiap satu bulan 2 kali saya sempatkan liburan ke bali yaitu nusa dua...tidak akan lupa pasti berenang di pantai pasir putih yang indah dengan anak2 pokoknya indah deh raja salman saja kerasan disana menikmati indahnya pantai di nusa dua...hehe	disana	1
sekeluaraga hampir tiap satu bulan 2 kali saya sempatkan liburan ke bali yaitu nusa dua...tidak akan lupa pasti berenang di pantai pasir putih yang indah dengan anak2 pokoknya indah deh raja salman saja kerasan disana menikmati indahnya pantai di nusa dua...hehe [SEP] tepi laut [SEP] perbatasan daratan dengan laut atau massa air yang lain dan bagian yang dapat pengaruh dari air tersebut [SEP] daerah pasang surut di pantai antara pasang tertinggi dan surut terendah [SEP] landai	pantai	1
anda wajib melihat pemandangan yang unik dan fantastik, dengan konsep subaknya( penataan air dari hulu ke hilir) dimana semua sawah bisa mendapatkan air secara merata. [SEP] penglihatan [SEP] proses, cara, perbuatan memandang [SEP] keadaan alam yang indah dipandang [SEP] pengetahuan (dalam arti apa-apa yang diketahui) [SEP] ikhtisar, uraian, atau pembicaraan mengenai suatu hal	pemandangan	1
anda wajib melihat pemandangan yang unik dan fantastik, dengan konsep subaknya( penataan air dari hulu ke hilir) dimana semua sawah bisa mendapatkan air secara merata. [SEP] sistem pengairan teratur yang diselenggarakan oleh rakyat di Bali	subak	1
anda wajib melihat pemandangan yang unik dan fantastik, dengan konsep subaknya( penataan air dari hulu ke hilir) dimana semua sawah bisa mendapatkan air secara merata. [SEP] cairan jernih tidak berwarna, tidak berasa, dan tidak berbau yang diperlukan dalam kehidupan manusia, hewan, dan tumbuhan yang secara kimiawi mengandung hidrogen dan oksigen [SEP] benda cair yang biasa terdapat di sumur, sungai, danau yang mendidih pada suhu 100˚C [SEP] ronde pada pertandingan adu ayam, berdurasi lima belas menit, diawali dengan penyapuan air pada ketiak, leher, paha, dan dubur ayam agar suhu badan ayam tetap dingin atau stabil selama pertandingan	air	1
"hasil karya yang menakjumkan "" gunung batur "" yang terletak di di kabupaten kintamani di tempat ketinggian dengan suasana sejuk dan menyenangkan , dan pemandangan yang sangat indah , sangat cocok untuk berwisata dengan keluarga , tempat yang betul - betul menyenangkan [SEP] gunung api aktif yang terletak di Kintamani, Kabupaten Bangil, Provinsi Bali"	gunung batur	1
"hasil karya yang menakjumkan "" gunung batur "" yang terletak di di kabupaten kintamani di tempat ketinggian dengan suasana sejuk dan menyenangkan , dan pemandangan yang sangat indah , sangat cocok untuk berwisata dengan keluarga , tempat yang betul - betul menyenangkan [SEP] hawa [SEP] keadaan sekitar sesuatu atau dalam lingkungan sesuatu [SEP] keadaan suatu peristiwa [SEP] salah satu unsur tekstur pertunjukan teater yang berkaitan dengan penggabungan unsur spektakel, dialog, dan irama permainan"	suasana	1
"hasil karya yang menakjumkan "" gunung batur "" yang terletak di di kabupaten kintamani di tempat ketinggian dengan suasana sejuk dan menyenangkan , dan pemandangan yang sangat indah , sangat cocok untuk berwisata dengan keluarga , tempat yang betul - betul menyenangkan [SEP] penglihatan [SEP] proses, cara, perbuatan memandang [SEP] keadaan alam yang indah dipandang [SEP] pengetahuan (dalam arti apa-apa yang diketahui) [SEP] ikhtisar, uraian, atau pembicaraan mengenai suatu hal"	pemandangan	1
"hasil karya yang menakjumkan "" gunung batur "" yang terletak di di kabupaten kintamani di tempat ketinggian dengan suasana sejuk dan menyenangkan , dan pemandangan yang sangat indah , sangat cocok untuk berwisata dengan keluarga , tempat yang betul - betul menyenangkan [SEP] ibu dan bapak beserta anak-anaknya [SEP] orang seisi rumah yang menjadi tanggungan [SEP] (kaum --) sanak saudara [SEP] satuan kekerabatan yang sangat mendasar dalam masyarakat [SEP] serangkaian produk perangkat keras atau perangkat lunak yang memiliki beberapa sifat yang sama"	keluarga	1
"hasil karya yang menakjumkan "" gunung batur "" yang terletak di di kabupaten kintamani di tempat ketinggian dengan suasana sejuk dan menyenangkan , dan pemandangan yang sangat indah , sangat cocok untuk berwisata dengan keluarga , tempat yang betul - betul menyenangkan [SEP] sesuatu yang dipakai untuk menaruh (menyimpan, meletakkan, dan sebagainya) [SEP] ruang (bidang, rumah, dan sebagainya) yang tersedia untuk melakukan sesuatu [SEP] ruang (bidang dan sebagainya) yang dipakai untuk menaruh (menyimpan, mengumpulkan, dan sebagainya) [SEP] ruang (bidang, rumah, daerah, dan sebagainya) yang didiami (ditinggali) atau ditempati [SEP] bagian yang tertentu dari suatu ruang (bidang, daerah, dan sebagainya) [SEP] negeri (kota, desa, daerah, dan sebagainya) [SEP] sesuatu yang dapat (dipercaya) menampung (tentang isi hati, keluhan, pertanyaan, dan sebagainya) [SEP] kedudukan"	tempat	1
orang-orang yang bekerja di sana adalah benar-benar baik dan mereka meloloh monyet untuk memastikan mereka tidak mengganggu para tamu. namun, saya tidak akan menyarankan membawa makanan atau membeli pisang untuk memberi makan mereka. berjalan melalui dan jangan tatap mata mereka.	orang-orang	1
orang-orang yang bekerja di sana adalah benar-benar baik dan mereka meloloh monyet untuk memastikan mereka tidak mengganggu para tamu. namun, saya tidak akan menyarankan membawa makanan atau membeli pisang untuk memberi makan mereka. berjalan melalui dan jangan tatap mata mereka. [SEP] primata yang memiliki ekor, ukuran lengan sama atau lebih pendek daripada ukuran kaki, berjalan dengan menggunakan kedua lengan dan kakinya	monyet	-1
orang-orang yang bekerja di sana adalah benar-benar baik dan mereka meloloh monyet untuk memastikan mereka tidak mengganggu para tamu. namun, saya tidak akan menyarankan membawa makanan atau membeli pisang untuk memberi makan mereka. berjalan melalui dan jangan tatap mata mereka. [SEP] segala sesuatu yang dapat dimakan (seperti penganan, lauk-pauk, kue) [SEP] segala bahan yang kita makan atau masuk ke dalam tubuh yang membentuk atau mengganti jaringan tubuh, memberikan tenaga, atau mengatur semua proses dalam tubuh [SEP] rezeki	makanan	-1
orang-orang yang bekerja di sana adalah benar-benar baik dan mereka meloloh monyet untuk memastikan mereka tidak mengganggu para tamu. namun, saya tidak akan menyarankan membawa makanan atau membeli pisang untuk memberi makan mereka. berjalan melalui dan jangan tatap mata mereka. [SEP] tanaman jenis Musa, buahnya berdaging dan dapat dimakan, ada bermacam-macam, seperti -- ambon, -- barangan, -- raja, -- raja serai, -- uli [SEP] cari: pisang-pisang [SEP] cari: pisang-pisang [SEP] suku di Provinsi Sumatra Barat	pisang	-1
orang-orang yang bekerja di sana adalah benar-benar baik dan mereka meloloh monyet untuk memastikan mereka tidak mengganggu para tamu. namun, saya tidak akan menyarankan membawa makanan atau membeli pisang untuk memberi makan mereka. berjalan melalui dan jangan tatap mata mereka. [SEP] menyusun (mengatur, mengarang) baik-baik [SEP] mencari akal (ikhtiar, daya upaya) [SEP] memikirkan (sesuatu) [SEP] membayangkan (dalam angan-angan) [SEP] menduga [SEP] orang ketiga jamak (dia dengan yang lain)	mereka	-1
anda harus seperti air, seluncuran dan menyenangkan ketika mengunjungi taman ini. bersih, baik harga, staf sangat ramah dan membantu. berbagai pilihan makanan. tidak heran ini adalah 5 taman air terbaik di dunia! pergi ke sana. [SEP] kebun yang ditanami dengan bunga-bunga dan sebagainya (tempat bersenang-senang) [SEP] tempat (yang menyenangkan dan sebagainya) [SEP] tempat duduk pengantin perempuan (yang dihiasi dengan bunga-bunga dan sebagainya) [SEP] rajin [SEP] suku yang mendiami wilayah Kabupaten Kapuas Hulu, Provinsi Kalimantan Barat [SEP] bahasa yang dituturkan suku Taman	taman	1
anda harus seperti air, seluncuran dan menyenangkan ketika mengunjungi taman ini. bersih, baik harga, staf sangat ramah dan membantu. berbagai pilihan makanan. tidak heran ini adalah 5 taman air terbaik di dunia! pergi ke sana. [SEP] sekelompok orang yang bekerja sama membantu seorang ketua dalam mengelola sesuatu [SEP] sekelompok perwira yang memimpin (mengatur dan sebagainya) tentara [SEP] bagian organisasi yang tidak mempunyai hak memberikan perintah, tetapi mempunyai hak membantu pimpinan, memberikan nasihat, dan sebagainya	staf	1
anda harus seperti air, seluncuran dan menyenangkan ketika mengunjungi taman ini. bersih, baik harga, staf sangat ramah dan membantu. berbagai pilihan makanan. tidak heran ini adalah 5 taman air terbaik di dunia! pergi ke sana. [SEP] segala sesuatu yang dapat dimakan (seperti penganan, lauk-pauk, kue) [SEP] segala bahan yang kita makan atau masuk ke dalam tubuh yang membentuk atau mengganti jaringan tubuh, memberikan tenaga, atau mengatur semua proses dalam tubuh [SEP] rezeki	makanan	1
anda harus seperti air, seluncuran dan menyenangkan ketika mengunjungi taman ini. bersih, baik harga, staf sangat ramah dan membantu. berbagai pilihan makanan. tidak heran ini adalah 5 taman air terbaik di dunia! pergi ke sana. [SEP] kata penunjuk terhadap sesuatu yang letaknya tidak jauh dari pembicara	ini	1
kebun yang sangat bersih dan menyenangkan. monyet bermain-main antara mereka dan karyawan di hutan dengan hati-hati dengan orang-orang. [SEP] sebidang tanah yang ditanami pohon musiman (buah-buahan dan sebagainya) [SEP] tanah luas yang ditanami kopi, karet, dan sebagainya	kebun	1
worderful bali,kemarin sempat ke tanah lot meski panas2 pas jam 2an tapi sukur langit cerah dari pada ujan yh..sampe disana wahh pengunjungnya banyak sekali ,gkbda habisnya kite foto2 di segala sudut ???? really wanna be there on sunset ?? [SEP] menggulung atau melilitkan papeda [SEP] kapak kecil bergagang pendek [SEP] kata sapaan atau panggilan kepada laki-laki yang sudah beristri [SEP] pulau yang terletak di antara Pulau Jawa dan Pulau Lombok yang berada di Kepulauan Nusa Tenggara [SEP] provinsi di Pulau Bali, beribu kota Denpasar [SEP] suku bangsa yang berasal dari atau mendiami sebagian besar Pulau Bali [SEP] bahasa yang dituturkan oleh suku Bali	bali	1
worderful bali,kemarin sempat ke tanah lot meski panas2 pas jam 2an tapi sukur langit cerah dari pada ujan yh..sampe disana wahh pengunjungnya banyak sekali ,gkbda habisnya kite foto2 di segala sudut ???? really wanna be there on sunset ??	tanah lot	-1
worderful bali,kemarin sempat ke tanah lot meski panas2 pas jam 2an tapi sukur langit cerah dari pada ujan yh..sampe disana wahh pengunjungnya banyak sekali ,gkbda habisnya kite foto2 di segala sudut ???? really wanna be there on sunset ?? [SEP] ruang luas yang terbentang di atas bumi, tempat terlihatnya bulan, bintang, matahari, dan planet yang lain	langit	1
worderful bali,kemarin sempat ke tanah lot meski panas2 pas jam 2an tapi sukur langit cerah dari pada ujan yh..sampe disana wahh pengunjungnya banyak sekali ,gkbda habisnya kite foto2 di segala sudut ???? really wanna be there on sunset ?? [SEP] orang yang mengunjungi	pengunjung	-1
worderful bali,kemarin sempat ke tanah lot meski panas2 pas jam 2an tapi sukur langit cerah dari pada ujan yh..sampe disana wahh pengunjungnya banyak sekali ,gkbda habisnya kite foto2 di segala sudut ???? really wanna be there on sunset ??	sunset	1
satu tempat di bali yang sakral akan budaya yang kental akan keagamaan pura tanah lot, disana kita bisa menjumpai pura pura, candi candi besar yang jika dilihat dari atas seperti kompleks perumahan, tertata rapih. jika kita berkeliling mata kita pasti langsung tertuju pada satu lambang yang dimana disitu kalau tidak salah adanya air suci / abadi , dipercayai bahwa bila orang yang membasuhkan wajahnya serta lengah dan kaki ia akan awet muda, believe or not kembali pada diri kalian masing masing. its a good place	pura tanah lot	1
satu tempat di bali yang sakral akan budaya yang kental akan keagamaan pura tanah lot, disana kita bisa menjumpai pura pura, candi candi besar yang jika dilihat dari atas seperti kompleks perumahan, tertata rapih. jika kita berkeliling mata kita pasti langsung tertuju pada satu lambang yang dimana disitu kalau tidak salah adanya air suci / abadi , dipercayai bahwa bila orang yang membasuhkan wajahnya serta lengah dan kaki ia akan awet muda, believe or not kembali pada diri kalian masing masing. its a good place	pura pura	0
satu tempat di bali yang sakral akan budaya yang kental akan keagamaan pura tanah lot, disana kita bisa menjumpai pura pura, candi candi besar yang jika dilihat dari atas seperti kompleks perumahan, tertata rapih. jika kita berkeliling mata kita pasti langsung tertuju pada satu lambang yang dimana disitu kalau tidak salah adanya air suci / abadi , dipercayai bahwa bila orang yang membasuhkan wajahnya serta lengah dan kaki ia akan awet muda, believe or not kembali pada diri kalian masing masing. its a good place	candi candi	0
satu tempat di bali yang sakral akan budaya yang kental akan keagamaan pura tanah lot, disana kita bisa menjumpai pura pura, candi candi besar yang jika dilihat dari atas seperti kompleks perumahan, tertata rapih. jika kita berkeliling mata kita pasti langsung tertuju pada satu ikon yang dimana disitu kalau tidak salah adanya air suci / abadi , dipercayai bahwa bila orang yang membasuhkan wajahnya serta lengah dan kaki ia akan awet muda, believe or not kembali pada diri kalian masing masing. its a good place [SEP] lukisan, gambar, gambaran pada panel kayu yang digunakan dalam kebaktian gereja Kristen Ortodoks [SEP] gambar atau simbol kecil pada layar komputer yang melambangkan sesuatu (program, peranti, dan sebagainya) yang diaktifkan dengan cara diklik	ikon	1
satu tempat di bali yang sakral akan budaya yang kental akan keagamaan pura tanah lot, disana kita bisa menjumpai pura pura, candi candi besar yang jika dilihat dari atas seperti kompleks perumahan, tertata rapih. jika kita berkeliling mata kita pasti langsung tertuju pada satu lambang yang dimana disitu kalau tidak salah adanya air suci / abadi , dipercayai bahwa bila orang yang membasuhkan wajahnya serta lengah dan kaki ia akan awet muda, believe or not kembali pada diri kalian masing masing. its a good place	place	1
untuk masuk kesini, anda hanya cukup perlu bayar 10 ribu rupiah perorang untuk dapat menikmati indahnya sawah terasering. selain itu, juga ada cafe di dalam area ini [SEP] tanah yang digarap dan diairi untuk tempat menanam padi	sawah	1
untuk masuk kesini, anda hanya cukup perlu bayar 10 ribu rupiah perorang untuk dapat menikmati indahnya sawah terasering. selain itu, juga ada cafe di dalam area ini	cafe	0
ini kali ke-2 saya berkunjung ke pura tanah lot, masih tetap indah & bersih. pengunjung juga begitu banyak, baik domestik & manca negara. yang menyenangkan di tempat ini adalah suara deburan ombak menghantam tebing2 karang. terdapat pula karang yang memiliki celah, mungkin proses bertahun2 sehingga karang tersebut berlubang.	pura tanah lot	1
ini kali ke-2 saya berkunjung ke pura tanah lot, masih tetap indah & bersih. pengunjung juga begitu banyak, baik domestik & manca negara. yang menyenangkan di tempat ini adalah suara deburan ombak menghantam tebing2 karang. terdapat pula karang yang memiliki celah, mungkin proses bertahun2 sehingga karang tersebut berlubang. [SEP] orang yang mengunjungi	pengunjung	1
ini kali ke-2 saya berkunjung ke pura tanah lot, masih tetap indah & bersih. pengunjung juga begitu banyak, baik domestik & manca negara. yang menyenangkan di tempat ini adalah suara deburan ombak menghantam tebing2 karang. terdapat pula karang yang memiliki celah, mungkin proses bertahun2 sehingga karang tersebut berlubang.	deburan ombak	1
monyet dimana mana, saran yang ingin kesini jangan memegang makanan atau botol minuman ditangan. letakkan dalam tas. jangan gunakan kacamata. monyet suka merebut benda benda [SEP] primata yang memiliki ekor, ukuran lengan sama atau lebih pendek daripada ukuran kaki, berjalan dengan menggunakan kedua lengan dan kakinya	monyet	0
monyet dimana mana, saran yang ingin kesini jangan memegang makanan atau botol minuman ditangan. letakkan dalam tas. jangan gunakan kacamata. monyet suka merebut benda benda [SEP] segala sesuatu yang dapat dimakan (seperti penganan, lauk-pauk, kue) [SEP] segala bahan yang kita makan atau masuk ke dalam tubuh yang membentuk atau mengganti jaringan tubuh, memberikan tenaga, atau mengatur semua proses dalam tubuh [SEP] rezeki	makanan	-1
monyet dimana mana, saran yang ingin kesini jangan memegang makanan atau botol minuman ditangan. letakkan dalam tas. jangan gunakan kacamata. monyet suka merebut benda benda [SEP] wadah untuk benda cair, yang berleher sempit dan biasanya dibuat dari kaca atau plastik	botol	-1
monyet dimana mana, saran yang ingin kesini jangan memegang makanan atau botol minuman ditangan. letakkan dalam tas. jangan gunakan kacamata. monyet suka merebut benda benda [SEP] kemasan atau wadah berbentuk persegi dan sebagainya, biasanya bertali, dipakai untuk menaruh, menyimpan, atau membawa sesuatu [SEP] tiruan bunyi letusan (senapan dan sebagainya) [SEP] bunyi lembut sekali [SEP] segera [SEP] pohon yang menurut kepercayaan orang sebagai penangkal harimau, buahnya dapat dimakan	tas	1
monyet dimana mana, saran yang ingin kesini jangan memegang makanan atau botol minuman ditangan. letakkan dalam tas. jangan gunakan kacamata. monyet suka merebut benda benda [SEP] lensa tipis untuk mata guna menormalkan dan mempertajam penglihatan (ada yang berangka dan ada yang tidak) [SEP] sepasang kaca yang berangka, berfungsi sebagai pelindung lensa mata [SEP] pandangan seseorang terhadap suatu hal yang ditinjau dari sudut (segi) tertentu	kacamata	-1
masuk ke monkey forest kebetulan dalam acara amazing race yang menarik diminta untuk menemui petugas didekat drinking water, disitu dikasih tugas untuk berfoto dengan monyet berada dipundak, mulanya sih takut2 tetapi ternyata monyetnya lucu dan mau diphoto bareng, kenangan yang tidak terlupakan	monkey forest	1
masuk ke monkey forest kebetulan dalam acara amazing race yang menarik diminta untuk menemui petugas didekat drinking water, disitu dikasih tugas untuk berfoto dengan monyet berada dipundak, mulanya sih takut2 tetapi ternyata monyetnya lucu dan mau diphoto bareng, kenangan yang tidak terlupakan [SEP] orang yang bertugas melakukan sesuatu	petugas	0
masuk ke monkey forest kebetulan dalam acara amazing race yang menarik diminta untuk menemui petugas didekat drinking water, disitu dikasih tugas untuk berfoto dengan monyet berada dipundak, mulanya sih takut2 tetapi ternyata monyetnya lucu dan mau diphoto bareng, kenangan yang tidak terlupakan [SEP] primata yang memiliki ekor, ukuran lengan sama atau lebih pendek daripada ukuran kaki, berjalan dengan menggunakan kedua lengan dan kakinya	monyet	0
masuk ke monkey forest kebetulan dalam acara amazing race yang menarik diminta untuk menemui petugas didekat drinking water, disitu dikasih tugas untuk berfoto dengan monyet berada dipundak, mulanya sih takut2 tetapi ternyata monyetnya lucu dan mau diphoto bareng, kenangan yang tidak terlupakan [SEP] primata yang memiliki ekor, ukuran lengan sama atau lebih pendek daripada ukuran kaki, berjalan dengan menggunakan kedua lengan dan kakinya	monyet	1
masuk ke monkey forest kebetulan dalam acara amazing race yang menarik diminta untuk menemui petugas didekat drinking water, disitu dikasih tugas untuk berfoto dengan monyet berada dipundak, mulanya sih takut2 tetapi ternyata monyetnya lucu dan mau diphoto bareng, kenangan yang tidak terlupakan [SEP] sesuatu yang membekas dalam ingatan [SEP] kesan dalam ingatan (pikiran)	kenangan	1
"pura tanah lot ini biasanya yang penuh sesak dengan turis, pedagang asongan di sini dan di sana, hanya seperti sebuah mal perbelanjaan. ini tampaknya menjadi yang ""harus"" ketika di jadwal anda, terutama saat matahari terbenam. jika air pasang menghilang sedikit jauh, anda dapat memarani gerbang gua. saat ini anda tidak memiliki pemuja lokal, tidak diperbolehkan masuk adalah beberapa panduan memberitahu anda, bahwa tidak ada aturan seperti itu sedang dibangun. udara segar, kadang-kadang hal yang terdampar, ini adalah tempat yang tepat bagi anda untuk berbagi dengan orang lain, bahkan, pasangan baru bersedia untuk mengambil foto pernikahan mereka di sana. [SEP] sesuatu yang dipakai untuk menaruh (menyimpan, meletakkan, dan sebagainya) [SEP] ruang (bidang, rumah, dan sebagainya) yang tersedia untuk melakukan sesuatu [SEP] ruang (bidang dan sebagainya) yang dipakai untuk menaruh (menyimpan, mengumpulkan, dan sebagainya) [SEP] ruang (bidang, rumah, daerah, dan sebagainya) yang didiami (ditinggali) atau ditempati [SEP] bagian yang tertentu dari suatu ruang (bidang, daerah, dan sebagainya) [SEP] negeri (kota, desa, daerah, dan sebagainya) [SEP] sesuatu yang dapat (dipercaya) menampung (tentang isi hati, keluhan, pertanyaan, dan sebagainya) [SEP] kedudukan"	tempat	1
"pura tanah lot ini biasanya yang penuh sesak dengan turis, pedagang asongan di sini dan di sana, hanya seperti sebuah mal perbelanjaan. ini tampaknya menjadi yang ""harus"" ketika di jadwal anda, terutama saat matahari terbenam. jika air pasang menghilang sedikit jauh, anda dapat memarani gerbang gua. saat ini anda tidak memiliki pemuja lokal, tidak diperbolehkan masuk adalah beberapa panduan memberitahu anda, bahwa tidak ada aturan seperti itu sedang dibangun. udara segar, kadang-kadang hal yang terdampar, ini adalah tempat yang tepat bagi anda untuk berbagi dengan orang lain, bahkan, pasangan baru bersedia untuk mengambil foto pernikahan mereka di sana."	foto pernikahan	0
mengunjungi sawah tetapi petani sudah menenggala di london. kemudian lagi, ada acenery yang sangat indah. banyak kafe dan toko-toko di dekatnya.	acenery	1
mengunjungi sawah tetapi petani sudah menenggala di london. kemudian lagi, ada acenery yang sangat indah. banyak kafe dan toko-toko di dekatnya. [SEP] tempat minum kopi yang pengunjungnya dihibur dengan musik [SEP] tempat makan berkonsep sederhana, biasanya yang disajikan berupa minuman dan makanan ringan	kafe	0
mengunjungi sawah tetapi petani sudah menenggala di london. kemudian lagi, ada acenery yang sangat indah. banyak kafe dan toko-toko di dekatnya.	toko-toko	0
aku sedang jogging dengan pacar saya di bukit lebah hill, tempat ini adalah tempat yang sangat indah. kita bisa melihat pemandangan indah di sana. [SEP] sesuatu yang dipakai untuk menaruh (menyimpan, meletakkan, dan sebagainya) [SEP] ruang (bidang, rumah, dan sebagainya) yang tersedia untuk melakukan sesuatu [SEP] ruang (bidang dan sebagainya) yang dipakai untuk menaruh (menyimpan, mengumpulkan, dan sebagainya) [SEP] ruang (bidang, rumah, daerah, dan sebagainya) yang didiami (ditinggali) atau ditempati [SEP] bagian yang tertentu dari suatu ruang (bidang, daerah, dan sebagainya) [SEP] negeri (kota, desa, daerah, dan sebagainya) [SEP] sesuatu yang dapat (dipercaya) menampung (tentang isi hati, keluhan, pertanyaan, dan sebagainya) [SEP] kedudukan	tempat	1
aku sedang jogging dengan pacar saya di bukit lebah hill, tempat ini adalah tempat yang sangat indah. kita bisa melihat pemandangan indah di sana. [SEP] penglihatan [SEP] proses, cara, perbuatan memandang [SEP] keadaan alam yang indah dipandang [SEP] pengetahuan (dalam arti apa-apa yang diketahui) [SEP] ikhtisar, uraian, atau pembicaraan mengenai suatu hal	pemandangan	1
tempatnya bagus dan ramai pengunjung, namun harganya juga tidak bersahabat, sangat cocok untuk orang yang liburan [SEP] sesuatu yang dipakai untuk menaruh (menyimpan, meletakkan, dan sebagainya) [SEP] ruang (bidang, rumah, dan sebagainya) yang tersedia untuk melakukan sesuatu [SEP] ruang (bidang dan sebagainya) yang dipakai untuk menaruh (menyimpan, mengumpulkan, dan sebagainya) [SEP] ruang (bidang, rumah, daerah, dan sebagainya) yang didiami (ditinggali) atau ditempati [SEP] bagian yang tertentu dari suatu ruang (bidang, daerah, dan sebagainya) [SEP] negeri (kota, desa, daerah, dan sebagainya) [SEP] sesuatu yang dapat (dipercaya) menampung (tentang isi hati, keluhan, pertanyaan, dan sebagainya) [SEP] kedudukan	tempat	1
tempatnya bagus dan ramai pengunjung, namun harganya juga tidak bersahabat, sangat cocok untuk orang yang liburan [SEP] nilai barang yang ditentukan atau dirupakan dengan uang [SEP] jumlah uang atau alat tukar lain yang senilai, yang harus dibayarkan untuk produk atau jasa, pada waktu tertentu dan di pasar tertentu [SEP] kehormatan (diri) [SEP] guna (arti, kepentingan, kabar, dan sebagainya)	harga	-1
