review	aspect	sentiment
tidak diperkenankan untuk masuk ke dalam pura bagi wanita yang sedang dalam masa periode. untuk masuk ke dalam diharuskan untuk memakai sarung yang dipinjamkan didekat loket masuk. hati-hati dengan monyet yang dapat merebut barang anda (terutama kacamata  bila anda lengah. dari sini, anda dapat melihat matahari terbenam sambil menonton kecak  objek wisata ini bersih, anda tidak akan menyesal untuk datang kemari! [SEP] nama tarian Bali (yang dilakukan oleh puluhan orang laki-laki, menggambarkan pasukan kera pengikut Rama)	kecak	1
tidak diperkenankan untuk masuk ke dalam pura bagi wanita yang sedang dalam masa periode. untuk masuk ke dalam diharuskan untuk memakai sarung yang dipinjamkan didekat loket masuk. hati-hati dengan monyet yang dapat merebut barang anda (terutama kacamata  bila anda lengah. dari sini, anda dapat melihat matahari terbenam sambil menonton kecak  objek wisata ini bersih, anda tidak akan menyesal untuk datang kemari! [SEP] perwujudan ciptaan manusia, tata hidup, seni budaya, sejarah bangsa, dan keadaan alam yang mempunyai daya tarik untuk dikunjungi wisatawan	objek wisata	1
tidak diperkenankan untuk masuk ke dalam pura bagi wanita yang sedang dalam masa periode. untuk masuk ke dalam diharuskan untuk memakai sarung yang dipinjamkan didekat loket masuk. hati-hati dengan monyet yang dapat merebut barang anda (terutama kacamata  bila anda lengah. dari sini, anda dapat melihat matahari terbenam sambil menonton kecak  objek wisata ini bersih, anda tidak akan menyesal untuk datang kemari! [SEP] pundi-pundi dari kain (tempat uang) [SEP] bursa [SEP] dana (uang yang disediakan untuk suatu maksud) [SEP] kota [SEP] tempat beribadat (bersembahyang) umat Hindu [SEP] istana	pura	0
tidak diperkenankan untuk masuk ke dalam pura bagi wanita yang sedang dalam masa periode. untuk masuk ke dalam diharuskan untuk memakai sarung yang dipinjamkan didekat loket masuk. hati-hati dengan monyet yang dapat merebut barang anda (terutama kacamata  bila anda lengah. dari sini, anda dapat melihat matahari terbenam sambil menonton kecak  objek wisata ini bersih, anda tidak akan menyesal untuk datang kemari! [SEP] selongsong yang dibuat dari kayu, kulit, atau logam tempat memasukkan keris (pedang dan sebagainya) [SEP] sampul [SEP] kain sarung [SEP] menyarung	sarung	0
tidak diperkenankan untuk masuk ke dalam pura bagi wanita yang sedang dalam masa periode. untuk masuk ke dalam diharuskan untuk memakai sarung yang dipinjamkan didekat loket masuk. hati-hati dengan monyet yang dapat merebut barang anda (terutama kacamata  bila anda lengah. dari sini, anda dapat melihat matahari terbenam sambil menonton kecak  objek wisata ini bersih, anda tidak akan menyesal untuk datang kemari! [SEP] jendela kecil di gedung, kantor, tempat pertunjukan, dan sebagainya tempat membayar pajak radio, membeli prangko, menjual karcis, dan sebagainya	loket	0
tidak diperkenankan untuk masuk ke dalam pura bagi wanita yang sedang dalam masa periode. untuk masuk ke dalam diharuskan untuk memakai sarung yang dipinjamkan didekat loket masuk. hati-hati dengan monyet yang dapat merebut barang anda (terutama kacamata  bila anda lengah. dari sini, anda dapat melihat matahari terbenam sambil menonton kecak  objek wisata ini bersih, anda tidak akan menyesal untuk datang kemari! [SEP] benda umum (segala sesuatu yang berwujud atau berjasad) [SEP] semua perkakas rumah, perhiasan, dan sebagainya [SEP] bagasi [SEP] muatan selain manusia atau ternak [SEP] sedikit banyak [SEP] mudah-mudahan [SEP] kata yang digunakan untuk menambah ketidakpastian	barang	0
ya, monyet dan mendapatkan benar-benar dekat dengan keajaiban itu. tapi itu tidak terlalu sibuk ketika mereka datang dan duduk dengan anda dan menawarkan cara mereka ke dalam tas anda, dan kemudian anda pergi baik di atas anda. mereka masih setengah liar. ada tanda-tanda seperti yang anda akan pergi ke taman untuk memberitahu anda bahwa monyet akan datang sangat dekat. dan untuk anda yang tidak menaruh kamera di wajah mereka. aku benar-benar menikmati taman lagi. pohon luar biasa dan patung yang mengagumkan. [SEP] tumbuhan atau tanaman berkayu menahun yang tegak dan tinggi, dengan ukuran dan tinggi tertentu, biasanya memiliki batang, cabang, dan daun yang tumbuh jauh dari permukaan tanah, seperti mangga dan kelapa [SEP] bagian yang permulaan atau yang dianggap dasar [SEP] asal mula [SEP] struktur anatomis yang cabang-cabangnya menyerupai pohon [SEP] cari: memohon, memohonkan	pohon	1
ya, monyet dan mendapatkan benar-benar dekat dengan keajaiban itu. tapi itu tidak terlalu sibuk ketika mereka datang dan duduk dengan anda dan menawarkan cara mereka ke dalam tas anda, dan kemudian anda pergi baik di atas anda. mereka masih setengah liar. ada tanda-tanda seperti yang anda akan pergi ke taman untuk memberitahu anda bahwa monyet akan datang sangat dekat. dan untuk anda yang tidak menaruh kamera di wajah mereka. aku benar-benar menikmati taman lagi. pohon luar biasa dan patung yang mengagumkan. [SEP] tiruan bentuk orang, hewan, dan sebagainya dibuat (dipahat dan sebagainya) dari batu, kayu, dan sebagainya [SEP] golek [SEP] → sepatung [SEP] empatung	patung	1
ya, monyet dan mendapatkan benar-benar dekat dengan keajaiban itu. tapi itu tidak terlalu sibuk ketika mereka datang dan duduk dengan anda dan menawarkan cara mereka ke dalam tas anda, dan kemudian anda pergi baik di atas anda. mereka masih setengah liar. ada tanda-tanda seperti yang anda akan pergi ke taman untuk memberitahu anda bahwa monyet akan datang sangat dekat. dan untuk anda yang tidak menaruh kamera di wajah mereka. aku benar-benar menikmati taman lagi. pohon luar biasa dan patung yang mengagumkan. [SEP] primata yang memiliki ekor, ukuran lengan sama atau lebih pendek daripada ukuran kaki, berjalan dengan menggunakan kedua lengan dan kakinya	monyet	0
ya, monyet dan mendapatkan benar-benar dekat dengan keajaiban itu. tapi itu tidak terlalu sibuk ketika mereka datang dan duduk dengan anda dan menawarkan cara mereka ke dalam tas anda, dan kemudian anda pergi baik di atas anda. mereka masih setengah liar. ada tanda-tanda seperti yang anda akan pergi ke taman untuk memberitahu anda bahwa monyet akan datang sangat dekat. dan untuk anda yang tidak menaruh kamera di wajah mereka. aku benar-benar menikmati taman lagi. pohon luar biasa dan patung yang mengagumkan. [SEP] menyusun (mengatur, mengarang) baik-baik [SEP] mencari akal (ikhtiar, daya upaya) [SEP] memikirkan (sesuatu) [SEP] membayangkan (dalam angan-angan) [SEP] menduga [SEP] orang ketiga jamak (dia dengan yang lain)	mereka	-1
ya, monyet dan mendapatkan benar-benar dekat dengan keajaiban itu. tapi itu tidak terlalu sibuk ketika mereka datang dan duduk dengan anda dan menawarkan cara mereka ke dalam tas anda, dan kemudian anda pergi baik di atas anda. mereka masih setengah liar. ada tanda-tanda seperti yang anda akan pergi ke taman untuk memberitahu anda bahwa monyet akan datang sangat dekat. dan untuk anda yang tidak menaruh kamera di wajah mereka. aku benar-benar menikmati taman lagi. pohon luar biasa dan patung yang mengagumkan. [SEP] primata yang memiliki ekor, ukuran lengan sama atau lebih pendek daripada ukuran kaki, berjalan dengan menggunakan kedua lengan dan kakinya	monyet	0
ya, monyet dan mendapatkan benar-benar dekat dengan keajaiban itu. tapi itu tidak terlalu sibuk ketika mereka datang dan duduk dengan anda dan menawarkan cara mereka ke dalam tas anda, dan kemudian anda pergi baik di atas anda. mereka masih setengah liar. ada tanda-tanda seperti yang anda akan pergi ke taman untuk memberitahu anda bahwa monyet akan datang sangat dekat. dan untuk anda yang tidak menaruh kamera di wajah mereka. aku benar-benar menikmati taman lagi. pohon luar biasa dan patung yang mengagumkan. [SEP] kotak kedap sinar yang dipasang dengan lensa yang menyambung pada lubang lensa tempat gambar (objek) yang direkam dalam alat yang pekat cahaya	kamera	-1
ya, monyet dan mendapatkan benar-benar dekat dengan keajaiban itu. tapi itu tidak terlalu sibuk ketika mereka datang dan duduk dengan anda dan menawarkan cara mereka ke dalam tas anda, dan kemudian anda pergi baik di atas anda. mereka masih setengah liar. ada tanda-tanda seperti yang anda akan pergi ke taman untuk memberitahu anda bahwa monyet akan datang sangat dekat. dan untuk anda yang tidak menaruh kamera di wajah mereka. aku benar-benar menikmati taman lagi. pohon luar biasa dan patung yang mengagumkan. [SEP] kebun yang ditanami dengan bunga-bunga dan sebagainya (tempat bersenang-senang) [SEP] tempat (yang menyenangkan dan sebagainya) [SEP] tempat duduk pengantin perempuan (yang dihiasi dengan bunga-bunga dan sebagainya) [SEP] rajin [SEP] suku yang mendiami wilayah Kabupaten Kapuas Hulu, Provinsi Kalimantan Barat [SEP] bahasa yang dituturkan suku Taman	taman	1
tempat ini cukup kecil dan hanya memerlukan jam dari waktu anda dan sedikit. kera yang ramah dan anda bahkan dapat makan mereka, mereka akan melompat pada anda dan mengambil pisang dari anda. kera dengan baik untuk berada di kandang yang tidak baik [SEP] perkakas atau alat tenun kain-kain kecil dan halus, seperti pita atau kaus lampu [SEP] primata yang tidak memiliki ekor, lengan lebih panjang daripada kaki, biasanya berjalan menggunakan kedua kakinya, bervolume otak lebih besar daripada primata lainnya	kera	1
tempat ini cukup kecil dan hanya memerlukan jam dari waktu anda dan sedikit. kera yang ramah dan anda bahkan dapat makan mereka, mereka akan melompat pada anda dan mengambil pisang dari anda. kera dengan baik untuk berada di kandang yang tidak baik [SEP] sesuatu yang dipakai untuk menaruh (menyimpan, meletakkan, dan sebagainya) [SEP] ruang (bidang, rumah, dan sebagainya) yang tersedia untuk melakukan sesuatu [SEP] ruang (bidang dan sebagainya) yang dipakai untuk menaruh (menyimpan, mengumpulkan, dan sebagainya) [SEP] ruang (bidang, rumah, daerah, dan sebagainya) yang didiami (ditinggali) atau ditempati [SEP] bagian yang tertentu dari suatu ruang (bidang, daerah, dan sebagainya) [SEP] negeri (kota, desa, daerah, dan sebagainya) [SEP] sesuatu yang dapat (dipercaya) menampung (tentang isi hati, keluhan, pertanyaan, dan sebagainya) [SEP] kedudukan	tempat	0
tempat ini cukup kecil dan hanya memerlukan jam dari waktu anda dan sedikit. kera yang ramah dan anda bahkan dapat makan mereka, mereka akan melompat pada anda dan mengambil pisang dari anda. kera dengan baik untuk berada di kandang yang tidak baik [SEP] perkakas atau alat tenun kain-kain kecil dan halus, seperti pita atau kaus lampu [SEP] primata yang tidak memiliki ekor, lengan lebih panjang daripada kaki, biasanya berjalan menggunakan kedua kakinya, bervolume otak lebih besar daripada primata lainnya	kera	1
tempat ini cukup kecil dan hanya memerlukan jam dari waktu anda dan sedikit. kera yang ramah dan anda bahkan dapat makan mereka, mereka akan melompat pada anda dan mengambil pisang dari anda. kera dengan baik untuk berada di kandang yang tidak baik [SEP] bangunan tempat tinggal binatang [SEP] ruang yang diberi pagar atau batas dan sebagainya [SEP] garasi [SEP] tempat tinggal	kandang	-1
selain mendapat hasil foto yang memuakan, mata kita pun dimanjakan dengan pemandangan yang super duper luar biasa. perjalanan menuju bukit cukup memakan waktu, tetapi pemandangan yang sungguh luar biasa membuat suasana hati berubah seketika. selamat berfotooooo... [SEP] penglihatan [SEP] proses, cara, perbuatan memandang [SEP] keadaan alam yang indah dipandang [SEP] pengetahuan (dalam arti apa-apa yang diketahui) [SEP] ikhtisar, uraian, atau pembicaraan mengenai suatu hal	pemandangan	1
selain mendapat hasil foto yang memuakan, mata kita pun dimanjakan dengan pemandangan yang super duper luar biasa. perjalanan menuju bukit cukup memakan waktu, tetapi pemandangan yang sungguh luar biasa membuat suasana hati berubah seketika. selamat berfotooooo... [SEP] perihal (cara, gerakan, dan sebagainya) berjalan [SEP] kepergian (perihal bepergian) dari suatu tempat ke tempat yang lain [SEP] jarak (jauh) yang dicapai dengan berjalan dalam waktu yang tertentu [SEP] perbuatan	perjalanan	-1
selain mendapat hasil foto yang memuakan, mata kita pun dimanjakan dengan pemandangan yang super duper luar biasa. perjalanan menuju bukit cukup memakan waktu, tetapi pemandangan yang sungguh luar biasa membuat suasana hati berubah seketika. selamat berfotooooo... [SEP] penglihatan [SEP] proses, cara, perbuatan memandang [SEP] keadaan alam yang indah dipandang [SEP] pengetahuan (dalam arti apa-apa yang diketahui) [SEP] ikhtisar, uraian, atau pembicaraan mengenai suatu hal	pemandangan	1
selain mendapat hasil foto yang memuakan, mata kita pun dimanjakan dengan pemandangan yang super duper luar biasa. perjalanan menuju bukit cukup memakan waktu, tetapi pemandangan yang sungguh luar biasa membuat suasana hati berubah seketika. selamat berfotooooo... [SEP] potret [SEP] gambaran	foto	1
kebetulan kami sering ke sini karena kampung tempat kakek kami berada pas di desa  tabanan. pura hanya berjarak +/- 20an menit berkendara. jika anda mengingikan suasana yang tenang, wisata ini harus anda kunjung  [SEP] hawa [SEP] keadaan sekitar sesuatu atau dalam lingkungan sesuatu [SEP] keadaan suatu peristiwa [SEP] salah satu unsur tekstur pertunjukan teater yang berkaitan dengan penggabungan unsur spektakel, dialog, dan irama permainan	suasana	1
kebetulan kami sering ke sini karena kampung tempat kakek kami berada pas di desa  tabanan. pura hanya berjarak +/- 20an menit berkendara. jika anda mengingikan suasana yang tenang, wisata ini harus anda kunjung  [SEP] bepergian bersama-sama (untuk memperluas pengetahuan, bersenang-senang, dan sebagainya) [SEP] piknik [SEP] aktivitas untuk bersenang-senang, memperluas pengetahuan, dan sebagainya, dilakukan dgn bepergian ke tempat tertentu, biasanya dgn bersama-sama	wisata	1
kebetulan kami sering ke sini karena kampung tempat kakek kami berada pas di desa  tabanan. pura hanya berjarak +/- 20an menit berkendara. jika anda mengingikan suasana yang tenang, wisata ini harus anda kunjung  [SEP] pundi-pundi dari kain (tempat uang) [SEP] bursa [SEP] dana (uang yang disediakan untuk suatu maksud) [SEP] kota [SEP] tempat beribadat (bersembahyang) umat Hindu [SEP] istana	pura	0
kebetulan kami sering ke sini karena kampung tempat kakek kami berada pas di desa  tabanan. pura hanya berjarak +/- 20an menit berkendara. jika anda mengingikan suasana yang tenang, wisata ini harus anda kunjung  [SEP] kesatuan wilayah yang dihuni oleh sejumlah keluarga yang mempunyai sistem pemerintahan sendiri (dikepalai oleh seorang kepala desa) [SEP] kelompok rumah di luar kota yang merupakan kesatuan [SEP] udik atau dusun (dalam arti daerah pedalaman sebagai lawan kota) [SEP] tanah [SEP] suku bangsa Dayak yang mendiami beberapa desa di wilayah Kabupaten Sanggau, Provinsi Kalimantan Barat	desa	0
kebetulan kami sering ke sini karena kampung tempat kakek kami berada pas di desa  tabanan. pura hanya berjarak +/- 20an menit berkendara. jika anda mengingikan suasana yang tenang, wisata ini harus anda kunjung  [SEP] kabupaten di Provinsi Bali	tabanan	0
gunung batur yang memiliki pemandangan yang indah, gunung ini juga dekat dengan danau batur, jadi anda akan mendapatkan dua pemandangan yang indah, gunung dan danau. [SEP] gunung api aktif yang terletak di Kintamani, Kabupaten Bangil, Provinsi Bali	gunung batur	1
gunung batur yang memiliki pemandangan yang indah, gunung ini juga dekat dengan danau batur, jadi anda akan mendapatkan dua pemandangan yang indah, gunung dan danau. [SEP] penglihatan [SEP] proses, cara, perbuatan memandang [SEP] keadaan alam yang indah dipandang [SEP] pengetahuan (dalam arti apa-apa yang diketahui) [SEP] ikhtisar, uraian, atau pembicaraan mengenai suatu hal	pemandangan	1
gunung batur yang memiliki pemandangan yang indah, gunung ini juga dekat dengan danau batur, jadi anda akan mendapatkan dua pemandangan yang indah, gunung dan danau. [SEP] penglihatan [SEP] proses, cara, perbuatan memandang [SEP] keadaan alam yang indah dipandang [SEP] pengetahuan (dalam arti apa-apa yang diketahui) [SEP] ikhtisar, uraian, atau pembicaraan mengenai suatu hal	pemandangan	1
gunung batur yang memiliki pemandangan yang indah, gunung ini juga dekat dengan danau batur, jadi anda akan mendapatkan dua pemandangan yang indah, gunung dan danau. [SEP] bukit yang sangat besar dan tinggi (biasanya tingginya lebih dari 600 m)	gunung	1
gunung batur yang memiliki pemandangan yang indah, gunung ini juga dekat dengan danau batur, jadi anda akan mendapatkan dua pemandangan yang indah, gunung dan danau. [SEP] genangan air yang amat luas, dikelilingi daratan [SEP] cari: mendanau	danau	1
gunung batur yang memiliki pemandangan yang indah, gunung ini juga dekat dengan danau batur, jadi anda akan mendapatkan dua pemandangan yang indah, gunung dan danau. [SEP] bukit yang sangat besar dan tinggi (biasanya tingginya lebih dari 600 m)	gunung	1
gunung batur yang memiliki pemandangan yang indah, gunung ini juga dekat dengan danau batur, jadi anda akan mendapatkan dua pemandangan yang indah, gunung dan danau. [SEP] danau kaldera terbesar di Bali yang terbentuk akibat letusan Gunung Batur dan terletak di ketinggian 1.031 mdpl	danau batur	0
sore hari yang sempurna dengan pemandangan yang fantastis. pengalaman yang indah di kuil tradisional spiritual dari kejauhan. pengunjung tidak diperbolehkan untuk pergi di atas dan di dalam gunung. taman sekitarnya yang sangat indah. [SEP] penglihatan [SEP] proses, cara, perbuatan memandang [SEP] keadaan alam yang indah dipandang [SEP] pengetahuan (dalam arti apa-apa yang diketahui) [SEP] ikhtisar, uraian, atau pembicaraan mengenai suatu hal	pemandangan	1
sore hari yang sempurna dengan pemandangan yang fantastis. pengalaman yang indah di kuil tradisional spiritual dari kejauhan. pengunjung tidak diperbolehkan untuk pergi di atas dan di dalam gunung. taman sekitarnya yang sangat indah. [SEP] yang pernah dialami (dirasai, dijalani, ditanggung, dan sebagainya)	pengalaman	1
sore hari yang sempurna dengan pemandangan yang fantastis. pengalaman yang indah di kuil tradisional spiritual dari kejauhan. pengunjung tidak diperbolehkan untuk pergi di atas dan di dalam gunung. taman sekitarnya yang sangat indah. [SEP] bangunan tempat memuja (menyembah) dewa	kuil	1
sore hari yang sempurna dengan pemandangan yang fantastis. pengalaman yang indah di kuil tradisional spiritual dari kejauhan. pengunjung tidak diperbolehkan untuk pergi di atas dan di dalam gunung. taman sekitarnya yang sangat indah. [SEP] kebun yang ditanami dengan bunga-bunga dan sebagainya (tempat bersenang-senang) [SEP] tempat (yang menyenangkan dan sebagainya) [SEP] tempat duduk pengantin perempuan (yang dihiasi dengan bunga-bunga dan sebagainya) [SEP] rajin [SEP] suku yang mendiami wilayah Kabupaten Kapuas Hulu, Provinsi Kalimantan Barat [SEP] bahasa yang dituturkan suku Taman	taman	1
sore hari yang sempurna dengan pemandangan yang fantastis. pengalaman yang indah di kuil tradisional spiritual dari kejauhan. pengunjung tidak diperbolehkan untuk pergi di atas dan di dalam gunung. taman sekitarnya yang sangat indah. [SEP] bukit yang sangat besar dan tinggi (biasanya tingginya lebih dari 600 m)	gunung	0
yang bosen dan cari alternatif liburan di bali selain pantai ini pas.lokasi dekat dengan kota dan cukup bayar parkir sudah bisa duduk nikmatin pemandangan yang indah [SEP] letak [SEP] tempat	lokasi	1
yang bosen dan cari alternatif liburan di bali selain pantai ini pas.lokasi dekat dengan kota dan cukup bayar parkir sudah bisa duduk nikmatin pemandangan yang indah [SEP] penglihatan [SEP] proses, cara, perbuatan memandang [SEP] keadaan alam yang indah dipandang [SEP] pengetahuan (dalam arti apa-apa yang diketahui) [SEP] ikhtisar, uraian, atau pembicaraan mengenai suatu hal	pemandangan	1
yang bosen dan cari alternatif liburan di bali selain pantai ini pas.lokasi dekat dengan kota dan cukup bayar parkir sudah bisa duduk nikmatin pemandangan yang indah [SEP] tanah yang digarap dan diairi untuk tempat menanam padi	sawah	1
yang bosen dan cari alternatif liburan di bali selain pantai ini pas.lokasi dekat dengan kota dan cukup bayar parkir sudah bisa duduk nikmatin pemandangan yang indah [SEP] masa libur	liburan	0
yang bosen dan cari alternatif liburan di bali selain pantai ini pas.lokasi dekat dengan kota dan cukup bayar parkir sudah bisa duduk nikmatin pemandangan yang indah [SEP] menggulung atau melilitkan papeda [SEP] kapak kecil bergagang pendek [SEP] kata sapaan atau panggilan kepada laki-laki yang sudah beristri [SEP] pulau yang terletak di antara Pulau Jawa dan Pulau Lombok yang berada di Kepulauan Nusa Tenggara [SEP] provinsi di Pulau Bali, beribu kota Denpasar [SEP] suku bangsa yang berasal dari atau mendiami sebagian besar Pulau Bali [SEP] bahasa yang dituturkan oleh suku Bali	bali	0
yang bosen dan cari alternatif liburan di bali selain pantai ini pas.lokasi dekat dengan kota dan cukup bayar parkir sudah bisa duduk nikmatin pemandangan yang indah [SEP] tepi laut [SEP] perbatasan daratan dengan laut atau massa air yang lain dan bagian yang dapat pengaruh dari air tersebut [SEP] daerah pasang surut di pantai antara pasang tertinggi dan surut terendah [SEP] landai	pantai	0
yang bosen dan cari alternatif liburan di bali selain pantai ini pas.lokasi dekat dengan kota dan cukup bayar parkir sudah bisa duduk nikmatin pemandangan yang indah [SEP] daerah permukiman yang terdiri atas bangunan rumah yang merupakan kesatuan tempat tinggal dari berbagai lapisan masyarakat [SEP] daerah pemusatan penduduk dengan kepadatan tinggi serta fasilitas modern dan sebagian besar penduduknya bekerja di luar pertanian [SEP] dinding (tembok) yang mengelilingi tempat pertahanan [SEP] cari: mengotakan	kota	0
yang bosen dan cari alternatif liburan di bali selain pantai ini pas.lokasi dekat dengan kota dan cukup bayar parkir sudah bisa duduk nikmatin pemandangan yang indah [SEP] memarkir	parkir	1
bersih, sepi, jauh dari keramaian dan kaki lima yang biasa berjualan seperti di kuta atau kelurahan  kebanyakan yang datang ke sini adalah wisatawan asing. [SEP] tempat berlindung	kuta	0
bersih, sepi, jauh dari keramaian dan kaki lima yang biasa berjualan seperti di kuta atau kelurahan  kebanyakan yang datang ke sini adalah wisatawan asing. [SEP] daerah pemerintahan yang paling bawah yang dipimpin oleh seorang lurah [SEP] kantor (rumah) lurah	kelurahan	0
bersih, sepi, jauh dari keramaian dan kaki lima yang biasa berjualan seperti di kuta atau kelurahan  kebanyakan yang datang ke sini adalah wisatawan asing. [SEP] tempat ini [SEP] kemari [SEP] saya	sini	0
bersih, sepi, jauh dari keramaian dan kaki lima yang biasa berjualan seperti di kuta atau kelurahan  kebanyakan yang datang ke sini adalah wisatawan asing. [SEP] lantai diberi atap sebagai penghubung rumah dengan rumah [SEP] serambi muka (emper) toko di pinggir jalan (biasanya berukuran lima kaki, biasanya dipakai sebagai tempat berjualan) [SEP] (lantai di) tepi jalan	kaki lima	-1
tanah lot merupakan wisata yang menjadi favorit di bali bagi turis maupun mancanegara. terbukti selalu banyak yang berkunjung ke tempat ini. keunikan tempat ini adalah selain wisata pantai juga ada yang unik. kita dapat melihat ular jinak, saking jinaknya kita dapat memegangnya. [SEP] pundi-pundi dari kain (tempat uang) [SEP] bursa [SEP] dana (uang yang disediakan untuk suatu maksud) [SEP] kota [SEP] tempat beribadat (bersembahyang) umat Hindu [SEP] istana	pura	1
tanah lot merupakan wisata yang menjadi favorit di bali bagi turis maupun mancanegara. terbukti selalu banyak yang berkunjung ke tempat ini. keunikan tempat ini adalah selain wisata pantai juga ada yang unik. kita dapat melihat ular jinak, saking jinaknya kita dapat memegangnya. [SEP] bepergian bersama-sama (untuk memperluas pengetahuan, bersenang-senang, dan sebagainya) [SEP] piknik [SEP] aktivitas untuk bersenang-senang, memperluas pengetahuan, dan sebagainya, dilakukan dgn bepergian ke tempat tertentu, biasanya dgn bersama-sama	wisata	1
tanah lot merupakan wisata yang menjadi favorit di bali bagi turis maupun mancanegara. terbukti selalu banyak yang berkunjung ke tempat ini. keunikan tempat ini adalah selain wisata pantai juga ada yang unik. kita dapat melihat ular jinak, saking jinaknya kita dapat memegangnya. [SEP] menggulung atau melilitkan papeda [SEP] kapak kecil bergagang pendek [SEP] kata sapaan atau panggilan kepada laki-laki yang sudah beristri [SEP] pulau yang terletak di antara Pulau Jawa dan Pulau Lombok yang berada di Kepulauan Nusa Tenggara [SEP] provinsi di Pulau Bali, beribu kota Denpasar [SEP] suku bangsa yang berasal dari atau mendiami sebagian besar Pulau Bali [SEP] bahasa yang dituturkan oleh suku Bali	bali	0
tanah lot merupakan wisata yang menjadi favorit di bali bagi turis maupun mancanegara. terbukti selalu banyak yang berkunjung ke tempat ini. keunikan tempat ini adalah selain wisata pantai juga ada yang unik. kita dapat melihat ular jinak, saking jinaknya kita dapat memegangnya. [SEP] reptilia, tidak berkaki, tubuhnya agak bulat memanjang, kulitnya bersisik, hidup di tanah atau di air, ada yang berbisa ada yang tidak	ular	1
tanah lot merupakan wisata yang menjadi favorit di bali bagi turis maupun mancanegara. terbukti selalu banyak yang berkunjung ke tempat ini. keunikan tempat ini adalah selain wisata pantai juga ada yang unik. kita dapat melihat ular jinak, saking jinaknya kita dapat memegangnya. [SEP] tepi laut [SEP] perbatasan daratan dengan laut atau massa air yang lain dan bagian yang dapat pengaruh dari air tersebut [SEP] daerah pasang surut di pantai antara pasang tertinggi dan surut terendah [SEP] landai	pantai	1
kami menghabiskan sore di sana dan kami tidak memiliki cukup waktu untuk mencoba sebagian besar kegiatan yang ditawarkan. jadi lebih baik pergi lebih awal dan mencoba untuk digunakan sebagai banyak sebagai dapat dan harga tidak murah. tidak tahu bahwa pemesanan adalah hanya untuk gazebo namun kita berhasil mendapatkannya. tidak menggunakan handuk yang kami menyewa dari sana. [SEP] nilai barang yang ditentukan atau dirupakan dengan uang [SEP] jumlah uang atau alat tukar lain yang senilai, yang harus dibayarkan untuk produk atau jasa, pada waktu tertentu dan di pasar tertentu [SEP] kehormatan (diri) [SEP] guna (arti, kepentingan, kabar, dan sebagainya)	harga	-1
kami menghabiskan sore di sana dan kami tidak memiliki cukup waktu untuk mencoba sebagian besar kegiatan yang ditawarkan. jadi lebih baik pergi lebih awal dan mencoba untuk digunakan sebagai banyak sebagai dapat dan harga tidak murah. tidak tahu bahwa pemesanan adalah hanya untuk gazebo namun kita berhasil mendapatkannya. tidak menggunakan handuk yang kami menyewa dari sana. [SEP] bangunan kecil yang dirancang khusus, biasanya dibangun di lokasi yang memiliki pemandangan indah	gazebo	0
kami menghabiskan sore di sana dan kami tidak memiliki cukup waktu untuk mencoba sebagian besar kegiatan yang ditawarkan. jadi lebih baik pergi lebih awal dan mencoba untuk digunakan sebagai banyak sebagai dapat dan harga tidak murah. tidak tahu bahwa pemesanan adalah hanya untuk gazebo namun kita berhasil mendapatkannya. tidak menggunakan handuk yang kami menyewa dari sana. [SEP] aktivitas [SEP] kekuatan dan ketangkasan (dalam berusaha)	kegiatan	0
kami menghabiskan sore di sana dan kami tidak memiliki cukup waktu untuk mencoba sebagian besar kegiatan yang ditawarkan. jadi lebih baik pergi lebih awal dan mencoba untuk digunakan sebagai banyak sebagai dapat dan harga tidak murah. tidak tahu bahwa pemesanan adalah hanya untuk gazebo namun kita berhasil mendapatkannya. tidak menggunakan handuk yang kami menyewa dari sana. [SEP] proses, cara, perbuatan memesan atau memesankan	pemesanan	0
kami menghabiskan sore di sana dan kami tidak memiliki cukup waktu untuk mencoba sebagian besar kegiatan yang ditawarkan. jadi lebih baik pergi lebih awal dan mencoba untuk digunakan sebagai banyak sebagai dapat dan harga tidak murah. tidak tahu bahwa pemesanan adalah hanya untuk gazebo namun kita berhasil mendapatkannya. tidak menggunakan handuk yang kami menyewa dari sana. [SEP] kain yang mudah menyerap air sebagai penyeka badan	handuk	0
kami menghabiskan sore di sana dan kami tidak memiliki cukup waktu untuk mencoba sebagian besar kegiatan yang ditawarkan. jadi lebih baik pergi lebih awal dan mencoba untuk digunakan sebagai banyak sebagai dapat dan harga tidak murah. tidak tahu bahwa pemesanan adalah hanya untuk gazebo namun kita berhasil mendapatkannya. tidak menggunakan handuk yang kami menyewa dari sana. [SEP] seluruh rangkaian saat ketika proses, perbuatan, atau keadaan berada atau berlangsung [SEP] lamanya (saat yang tertentu) [SEP] saat yang tertentu untuk melakukan sesuatu [SEP] kesempatan [SEP] ketika, saat [SEP] hari (keadaan hari) [SEP] saat yang ditentukan berdasarkan pembagian bola dunia	waktu	-1
kami menghabiskan sore di sana dan kami tidak memiliki cukup waktu untuk mencoba sebagian besar kegiatan yang ditawarkan. jadi lebih baik pergi lebih awal dan mencoba untuk digunakan sebagai banyak sebagai dapat dan harga tidak murah. tidak tahu bahwa pemesanan adalah hanya untuk gazebo namun kita berhasil mendapatkannya. tidak menggunakan handuk yang kami menyewa dari sana. [SEP] penunjuk tempat yang jauh (atau dianggap jauh) dari pembicara [SEP] dia [SEP] → angsana	sana	1
